inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_708," 465 
"," 51 
"," 282 
"," 152 
"," 747 
"," 203 
"," 5726.01 
"," 270892.82 
"," 0.02 
"," 47.31 
"," 15049.60 
"," 1.40 
"
values_791," 557 
"," 51 
"," 338 
"," 190 
"," 895 
"," 241 
"," 7082.04 
"," 321263.52 
"," 0.02 
"," 45.36 
"," 17847.97 
"," 1.56 
"
values_912," 561 
"," 51 
"," 340 
"," 191 
"," 901 
"," 242 
"," 7134.90 
"," 323871.97 
"," 0.02 
"," 45.39 
"," 17992.89 
"," 1.57 
"
values_533," 499 
"," 51 
"," 304 
"," 167 
"," 803 
"," 218 
"," 6237.85 
"," 289555.86 
"," 0.02 
"," 46.42 
"," 16086.44 
"," 1.46 
"
values_418," 579 
"," 51 
"," 357 
"," 197 
"," 936 
"," 248 
"," 7445.13 
"," 344044.27 
"," 0.02 
"," 46.21 
"," 19113.57 
"," 1.64 
"
values_228," 591 
"," 51 
"," 368 
"," 199 
"," 959 
"," 250 
"," 7639.19 
"," 360231.82 
"," 0.02 
"," 47.16 
"," 20012.88 
"," 1.69 
"
values_585," 582 
"," 51 
"," 353 
"," 184 
"," 935 
"," 235 
"," 7364.54 
"," 360282.27 
"," 0.02 
"," 48.92 
"," 20015.68 
"," 1.69 
"
values_465," 443 
"," 51 
"," 264 
"," 136 
"," 707 
"," 187 
"," 5335.65 
"," 264114.89 
"," 0.02 
"," 49.50 
"," 14673.05 
"," 1.37 
"
values_239," 452 
"," 51 
"," 270 
"," 145 
"," 722 
"," 196 
"," 5497.82 
"," 261051.68 
"," 0.02 
"," 47.48 
"," 14502.87 
"," 1.36 
"
values_842," 427 
"," 51 
"," 251 
"," 127 
"," 678 
"," 178 
"," 5068.55 
"," 255442.81 
"," 0.02 
"," 50.40 
"," 14191.27 
"," 1.34 
"
values_208," 467 
"," 51 
"," 281 
"," 148 
"," 748 
"," 199 
"," 5712.20 
"," 276559.02 
"," 0.02 
"," 48.42 
"," 15364.39 
"," 1.41 
"
values_932," 491 
"," 51 
"," 299 
"," 167 
"," 790 
"," 218 
"," 6136.87 
"," 280182.83 
"," 0.02 
"," 45.66 
"," 15565.71 
"," 1.43 
"
values_957," 560 
"," 51 
"," 345 
"," 191 
"," 905 
"," 242 
"," 7166.57 
"," 330093.77 
"," 0.02 
"," 46.06 
"," 18338.54 
"," 1.59 
"
values_563," 583 
"," 51 
"," 358 
"," 200 
"," 941 
"," 251 
"," 7501.22 
"," 342393.30 
"," 0.02 
"," 45.65 
"," 19021.85 
"," 1.63 
"
values_766," 597 
"," 51 
"," 370 
"," 201 
"," 967 
"," 252 
"," 7714.03 
"," 362098.86 
"," 0.02 
"," 46.94 
"," 20116.60 
"," 1.69 
"
values_476," 546 
"," 51 
"," 339 
"," 189 
"," 885 
"," 240 
"," 6997.60 
"," 320056.81 
"," 0.02 
"," 45.74 
"," 17780.93 
"," 1.56 
"
values_175," 456 
"," 51 
"," 274 
"," 151 
"," 730 
"," 202 
"," 5590.49 
"," 258680.69 
"," 0.02 
"," 46.27 
"," 14371.15 
"," 1.35 
"
values_591," 553 
"," 51 
"," 339 
"," 189 
"," 892 
"," 240 
"," 7052.95 
"," 322588.33 
"," 0.02 
"," 45.74 
"," 17921.57 
"," 1.57 
"
values_997," 599 
"," 51 
"," 368 
"," 202 
"," 967 
"," 253 
"," 7719.55 
"," 358615.36 
"," 0.02 
"," 46.46 
"," 19923.08 
"," 1.68 
"
values_385," 455 
"," 51 
"," 270 
"," 145 
"," 725 
"," 196 
"," 5520.66 
"," 262136.39 
"," 0.02 
"," 47.48 
"," 14563.13 
"," 1.37 
"
values_115," 459 
"," 51 
"," 273 
"," 148 
"," 732 
"," 199 
"," 5590.01 
"," 262938.17 
"," 0.02 
"," 47.04 
"," 14607.68 
"," 1.37 
"
values_653," 486 
"," 51 
"," 293 
"," 161 
"," 779 
"," 212 
"," 6020.05 
"," 279371.45 
"," 0.02 
"," 46.41 
"," 15520.64 
"," 1.42 
"
values_753," 439 
"," 51 
"," 260 
"," 137 
"," 699 
"," 188 
"," 5280.66 
"," 255552.99 
"," 0.02 
"," 48.39 
"," 14197.39 
"," 1.34 
"
values_241," 504 
"," 51 
"," 301 
"," 170 
"," 805 
"," 221 
"," 6269.26 
"," 283057.16 
"," 0.02 
"," 45.15 
"," 15725.40 
"," 1.44 
"
values_197," 538 
"," 51 
"," 328 
"," 183 
"," 866 
"," 234 
"," 6815.74 
"," 311512.65 
"," 0.02 
"," 45.70 
"," 17306.26 
"," 1.53 
"
values_636," 534 
"," 51 
"," 328 
"," 187 
"," 862 
"," 238 
"," 6805.33 
"," 304383.98 
"," 0.02 
"," 44.73 
"," 16910.22 
"," 1.51 
"
values_450," 591 
"," 51 
"," 362 
"," 195 
"," 953 
"," 246 
"," 7569.22 
"," 358315.06 
"," 0.02 
"," 47.34 
"," 19906.39 
"," 1.68 
"
values_106," 466 
"," 51 
"," 280 
"," 152 
"," 746 
"," 203 
"," 5718.34 
"," 268611.53 
"," 0.02 
"," 46.97 
"," 14922.86 
"," 1.39 
"
values_699," 442 
"," 51 
"," 264 
"," 139 
"," 706 
"," 190 
"," 5344.32 
"," 258834.17 
"," 0.02 
"," 48.43 
"," 14379.68 
"," 1.35 
"
values_578," 568 
"," 51 
"," 343 
"," 186 
"," 911 
"," 237 
"," 7186.65 
"," 337946.19 
"," 0.02 
"," 47.02 
"," 18774.79 
"," 1.62 
"
values_644," 572 
"," 51 
"," 353 
"," 193 
"," 925 
"," 244 
"," 7335.93 
"," 342147.11 
"," 0.02 
"," 46.64 
"," 19008.17 
"," 1.63 
"
values_570," 569 
"," 51 
"," 346 
"," 192 
"," 915 
"," 243 
"," 7251.20 
"," 333215.46 
"," 0.02 
"," 45.95 
"," 18511.97 
"," 1.60 
"
values_873," 555 
"," 51 
"," 333 
"," 187 
"," 888 
"," 238 
"," 7010.60 
"," 318344.89 
"," 0.02 
"," 45.41 
"," 17685.83 
"," 1.55 
"
values_33," 558 
"," 51 
"," 341 
"," 189 
"," 899 
"," 240 
"," 7108.29 
"," 327037.97 
"," 0.02 
"," 46.01 
"," 18168.78 
"," 1.58 
"
values_210," 478 
"," 51 
"," 286 
"," 156 
"," 764 
"," 207 
"," 5877.82 
"," 274788.27 
"," 0.02 
"," 46.75 
"," 15266.02 
"," 1.41 
"
values_486," 592 
"," 51 
"," 361 
"," 197 
"," 953 
"," 248 
"," 7580.35 
"," 354217.78 
"," 0.02 
"," 46.73 
"," 19678.77 
"," 1.67 
"
values_252," 572 
"," 51 
"," 351 
"," 193 
"," 923 
"," 244 
"," 7320.07 
"," 339473.01 
"," 0.02 
"," 46.38 
"," 18859.61 
"," 1.62 
"
values_694," 483 
"," 51 
"," 288 
"," 157 
"," 771 
"," 208 
"," 5937.04 
"," 277717.29 
"," 0.02 
"," 46.78 
"," 15428.74 
"," 1.42 
"
values_759," 478 
"," 51 
"," 287 
"," 158 
"," 765 
"," 209 
"," 5896.13 
"," 273106.49 
"," 0.02 
"," 46.32 
"," 15172.58 
"," 1.40 
"
values_245," 446 
"," 51 
"," 264 
"," 139 
"," 710 
"," 190 
"," 5374.60 
"," 260300.65 
"," 0.02 
"," 48.43 
"," 14461.15 
"," 1.36 
"
values_15," 605 
"," 51 
"," 371 
"," 204 
"," 976 
"," 255 
"," 7802.49 
"," 361840.43 
"," 0.02 
"," 46.38 
"," 20102.25 
"," 1.69 
"
values_792," 471 
"," 51 
"," 282 
"," 154 
"," 753 
"," 205 
"," 5782.65 
"," 270019.65 
"," 0.02 
"," 46.69 
"," 15001.09 
"," 1.39 
"
values_248," 507 
"," 51 
"," 307 
"," 168 
"," 814 
"," 219 
"," 6328.68 
"," 294905.03 
"," 0.02 
"," 46.60 
"," 16383.61 
"," 1.48 
"
values_246," 557 
"," 51 
"," 341 
"," 194 
"," 898 
"," 245 
"," 7127.10 
"," 319452.09 
"," 0.02 
"," 44.82 
"," 17747.34 
"," 1.56 
"
values_556," 428 
"," 51 
"," 252 
"," 129 
"," 680 
"," 180 
"," 5094.46 
"," 253775.20 
"," 0.02 
"," 49.81 
"," 14098.62 
"," 1.34 
"
values_513," 519 
"," 51 
"," 310 
"," 172 
"," 829 
"," 223 
"," 6466.95 
"," 297216.33 
"," 0.02 
"," 45.96 
"," 16512.02 
"," 1.48 
"
values_93," 457 
"," 51 
"," 274 
"," 148 
"," 731 
"," 199 
"," 5582.37 
"," 263540.79 
"," 0.02 
"," 47.21 
"," 14641.16 
"," 1.37 
"
values_558," 494 
"," 51 
"," 297 
"," 167 
"," 791 
"," 218 
"," 6144.63 
"," 278660.98 
"," 0.02 
"," 45.35 
"," 15481.17 
"," 1.42 
"
values_991," 574 
"," 51 
"," 354 
"," 198 
"," 928 
"," 249 
"," 7386.88 
"," 336774.66 
"," 0.02 
"," 45.59 
"," 18709.70 
"," 1.61 
"
values_181," 485 
"," 51 
"," 290 
"," 163 
"," 775 
"," 214 
"," 5999.64 
"," 272192.12 
"," 0.02 
"," 45.37 
"," 15121.78 
"," 1.40 
"
values_674," 533 
"," 51 
"," 325 
"," 186 
"," 858 
"," 237 
"," 6768.54 
"," 301582.20 
"," 0.02 
"," 44.56 
"," 16754.57 
"," 1.50 
"
values_652," 489 
"," 51 
"," 294 
"," 158 
"," 783 
"," 209 
"," 6034.86 
"," 286350.39 
"," 0.02 
"," 47.45 
"," 15908.36 
"," 1.45 
"
values_344," 467 
"," 51 
"," 279 
"," 153 
"," 746 
"," 204 
"," 5723.63 
"," 266148.76 
"," 0.02 
"," 46.50 
"," 14786.04 
"," 1.38 
"
values_715," 506 
"," 51 
"," 306 
"," 168 
"," 812 
"," 219 
"," 6313.13 
"," 293222.21 
"," 0.02 
"," 46.45 
"," 16290.12 
"," 1.47 
"
values_528," 512 
"," 51 
"," 309 
"," 174 
"," 821 
"," 225 
"," 6415.11 
"," 290505.14 
"," 0.02 
"," 45.28 
"," 16139.17 
"," 1.46 
"
values_276," 572 
"," 51 
"," 353 
"," 191 
"," 925 
"," 242 
"," 7324.95 
"," 345212.17 
"," 0.02 
"," 47.13 
"," 19178.45 
"," 1.64 
"
values_24," 443 
"," 51 
"," 262 
"," 136 
"," 705 
"," 187 
"," 5320.56 
"," 261372.54 
"," 0.02 
"," 49.12 
"," 14520.70 
"," 1.36 
"
values_296," 536 
"," 51 
"," 327 
"," 181 
"," 863 
"," 232 
"," 6781.44 
"," 312414.46 
"," 0.02 
"," 46.07 
"," 17356.36 
"," 1.53 
"
values_244," 454 
"," 51 
"," 268 
"," 143 
"," 722 
"," 194 
"," 5487.14 
"," 262231.43 
"," 0.02 
"," 47.79 
"," 14568.41 
"," 1.37 
"
values_380," 422 
"," 51 
"," 249 
"," 126 
"," 671 
"," 177 
"," 5010.76 
"," 252506.68 
"," 0.02 
"," 50.39 
"," 14028.15 
"," 1.33 
"
values_25," 472 
"," 51 
"," 283 
"," 155 
"," 755 
"," 206 
"," 5803.31 
"," 270190.78 
"," 0.02 
"," 46.56 
"," 15010.60 
"," 1.39 
"
values_740," 453 
"," 51 
"," 273 
"," 148 
"," 726 
"," 199 
"," 5544.19 
"," 260782.94 
"," 0.02 
"," 47.04 
"," 14487.94 
"," 1.36 
"
values_478," 532 
"," 51 
"," 319 
"," 174 
"," 851 
"," 225 
"," 6649.53 
"," 310865.42 
"," 0.02 
"," 46.75 
"," 17270.30 
"," 1.53 
"
values_379," 542 
"," 51 
"," 330 
"," 187 
"," 872 
"," 238 
"," 6884.28 
"," 309792.65 
"," 0.02 
"," 45 
"," 17210.70 
"," 1.53 
"
values_810," 440 
"," 51 
"," 262 
"," 136 
"," 702 
"," 187 
"," 5297.92 
"," 260260.32 
"," 0.02 
"," 49.12 
"," 14458.91 
"," 1.36 
"
values_440," 589 
"," 51 
"," 366 
"," 203 
"," 955 
"," 254 
"," 7629.19 
"," 350755.01 
"," 0.02 
"," 45.98 
"," 19486.39 
"," 1.66 
"
values_543," 572 
"," 51 
"," 353 
"," 198 
"," 925 
"," 249 
"," 7363.00 
"," 334737.68 
"," 0.02 
"," 45.46 
"," 18596.54 
"," 1.61 
"
values_130," 580 
"," 51 
"," 358 
"," 195 
"," 938 
"," 246 
"," 7450.08 
"," 348778.30 
"," 0.02 
"," 46.82 
"," 19376.57 
"," 1.65 
"
values_225," 536 
"," 51 
"," 327 
"," 180 
"," 863 
"," 231 
"," 6776.06 
"," 313900.95 
"," 0.02 
"," 46.33 
"," 17438.94 
"," 1.54 
"
values_285," 595 
"," 51 
"," 361 
"," 197 
"," 956 
"," 248 
"," 7604.21 
"," 355332.85 
"," 0.02 
"," 46.73 
"," 19740.71 
"," 1.67 
"
values_363," 562 
"," 51 
"," 343 
"," 188 
"," 905 
"," 239 
"," 7150.28 
"," 332659.38 
"," 0.02 
"," 46.52 
"," 18481.08 
"," 1.60 
"
values_667," 442 
"," 51 
"," 262 
"," 139 
"," 704 
"," 190 
"," 5329.18 
"," 256145.62 
"," 0.02 
"," 48.06 
"," 14230.31 
"," 1.34 
"
values_26," 432 
"," 51 
"," 255 
"," 132 
"," 687 
"," 183 
"," 5163.29 
"," 254350.50 
"," 0.02 
"," 49.26 
"," 14130.58 
"," 1.34 
"
values_793," 503 
"," 51 
"," 302 
"," 169 
"," 805 
"," 220 
"," 6263.99 
"," 285438.00 
"," 0.02 
"," 45.57 
"," 15857.67 
"," 1.45 
"
values_772," 509 
"," 51 
"," 309 
"," 171 
"," 818 
"," 222 
"," 6375.83 
"," 293791.64 
"," 0.02 
"," 46.08 
"," 16321.76 
"," 1.47 
"
values_931," 439 
"," 51 
"," 260 
"," 137 
"," 699 
"," 188 
"," 5280.66 
"," 255552.99 
"," 0.02 
"," 48.39 
"," 14197.39 
"," 1.34 
"
values_981," 488 
"," 51 
"," 296 
"," 162 
"," 784 
"," 213 
"," 6064.01 
"," 282538.06 
"," 0.02 
"," 46.59 
"," 15696.56 
"," 1.44 
"
values_422," 531 
"," 51 
"," 322 
"," 177 
"," 853 
"," 228 
"," 6681.46 
"," 309951.57 
"," 0.02 
"," 46.39 
"," 17219.53 
"," 1.53 
"
values_920," 434 
"," 51 
"," 255 
"," 132 
"," 689 
"," 183 
"," 5178.32 
"," 255090.97 
"," 0.02 
"," 49.26 
"," 14171.72 
"," 1.34 
"
values_259," 601 
"," 51 
"," 369 
"," 203 
"," 970 
"," 254 
"," 7749.02 
"," 359184.45 
"," 0.02 
"," 46.35 
"," 19954.69 
"," 1.68 
"
values_477," 581 
"," 51 
"," 358 
"," 195 
"," 939 
"," 246 
"," 7458.02 
"," 349150.13 
"," 0.02 
"," 46.82 
"," 19397.23 
"," 1.65 
"
values_738," 613 
"," 51 
"," 373 
"," 193 
"," 986 
"," 244 
"," 7819.71 
"," 385373.80 
"," 0.02 
"," 49.28 
"," 21409.66 
"," 1.77 
"
values_430," 470 
"," 51 
"," 283 
"," 156 
"," 753 
"," 207 
"," 5793.20 
"," 267991.00 
"," 0.02 
"," 46.26 
"," 14888.39 
"," 1.39 
"
values_922," 598 
"," 51 
"," 369 
"," 200 
"," 967 
"," 251 
"," 7708.48 
"," 362664.84 
"," 0.02 
"," 47.05 
"," 20148.05 
"," 1.70 
"
values_903," 506 
"," 51 
"," 300 
"," 170 
"," 806 
"," 221 
"," 6277.05 
"," 282467.23 
"," 0.02 
"," 45 
"," 15692.62 
"," 1.44 
"
values_761," 613 
"," 51 
"," 370 
"," 204 
"," 983 
"," 255 
"," 7858.45 
"," 363453.29 
"," 0.02 
"," 46.25 
"," 20191.85 
"," 1.70 
"
values_204," 543 
"," 51 
"," 333 
"," 186 
"," 876 
"," 237 
"," 6910.54 
"," 315488.40 
"," 0.02 
"," 45.65 
"," 17527.13 
"," 1.54 
"
values_48," 526 
"," 51 
"," 317 
"," 179 
"," 843 
"," 230 
"," 6613.75 
"," 298671.69 
"," 0.02 
"," 45.16 
"," 16592.87 
"," 1.49 
"
values_71," 567 
"," 51 
"," 344 
"," 185 
"," 911 
"," 236 
"," 7181.09 
"," 340500.01 
"," 0.02 
"," 47.42 
"," 18916.67 
"," 1.63 
"
values_851," 441 
"," 51 
"," 262 
"," 139 
"," 703 
"," 190 
"," 5321.61 
"," 255781.77 
"," 0.02 
"," 48.06 
"," 14210.10 
"," 1.34 
"
values_347," 500 
"," 51 
"," 304 
"," 169 
"," 804 
"," 220 
"," 6256.21 
"," 286971.39 
"," 0.02 
"," 45.87 
"," 15942.85 
"," 1.45 
"
values_725," 576 
"," 51 
"," 352 
"," 190 
"," 928 
"," 241 
"," 7343.16 
"," 346906.40 
"," 0.02 
"," 47.24 
"," 19272.58 
"," 1.65 
"
values_266," 524 
"," 51 
"," 315 
"," 173 
"," 839 
"," 224 
"," 6550.37 
"," 304137.88 
"," 0.02 
"," 46.43 
"," 16896.55 
"," 1.51 
"
values_448," 556 
"," 51 
"," 339 
"," 187 
"," 895 
"," 238 
"," 7065.86 
"," 326635.53 
"," 0.02 
"," 46.23 
"," 18146.42 
"," 1.58 
"
values_934," 449 
"," 51 
"," 266 
"," 143 
"," 715 
"," 194 
"," 5433.94 
"," 257751.04 
"," 0.02 
"," 47.43 
"," 14319.50 
"," 1.35 
"
values_531," 586 
"," 51 
"," 362 
"," 200 
"," 948 
"," 251 
"," 7557.02 
"," 348794.41 
"," 0.02 
"," 46.16 
"," 19377.47 
"," 1.65 
"
values_224," 436 
"," 51 
"," 258 
"," 134 
"," 694 
"," 185 
"," 5226.78 
"," 256619.23 
"," 0.02 
"," 49.10 
"," 14256.62 
"," 1.35 
"
values_686," 554 
"," 51 
"," 335 
"," 189 
"," 889 
"," 240 
"," 7029.23 
"," 317709.85 
"," 0.02 
"," 45.20 
"," 17650.55 
"," 1.55 
"
values_927," 537 
"," 51 
"," 331 
"," 185 
"," 868 
"," 236 
"," 6842.13 
"," 312167.75 
"," 0.02 
"," 45.62 
"," 17342.65 
"," 1.53 
"
values_407," 588 
"," 51 
"," 363 
"," 191 
"," 951 
"," 242 
"," 7530.84 
"," 364969.69 
"," 0.02 
"," 48.46 
"," 20276.09 
"," 1.70 
"
values_76," 483 
"," 51 
"," 286 
"," 158 
"," 769 
"," 209 
"," 5926.96 
"," 273577.93 
"," 0.02 
"," 46.16 
"," 15198.77 
"," 1.40 
"
values_949," 531 
"," 51 
"," 319 
"," 177 
"," 850 
"," 228 
"," 6657.96 
"," 305983.88 
"," 0.02 
"," 45.96 
"," 16999.10 
"," 1.51 
"
values_969," 433 
"," 51 
"," 257 
"," 134 
"," 690 
"," 185 
"," 5196.65 
"," 254151.24 
"," 0.02 
"," 48.91 
"," 14119.51 
"," 1.34 
"
values_781," 436 
"," 51 
"," 257 
"," 133 
"," 693 
"," 184 
"," 5213.83 
"," 256908.46 
"," 0.02 
"," 49.27 
"," 14272.69 
"," 1.35 
"
values_7," 531 
"," 51 
"," 323 
"," 181 
"," 854 
"," 232 
"," 6710.72 
"," 305374.64 
"," 0.02 
"," 45.51 
"," 16965.26 
"," 1.51 
"
values_683," 490 
"," 51 
"," 293 
"," 161 
"," 783 
"," 212 
"," 6050.96 
"," 280805.97 
"," 0.02 
"," 46.41 
"," 15600.33 
"," 1.43 
"
values_376," 524 
"," 51 
"," 316 
"," 173 
"," 840 
"," 224 
"," 6558.18 
"," 305467.05 
"," 0.02 
"," 46.58 
"," 16970.39 
"," 1.51 
"
values_877," 561 
"," 51 
"," 345 
"," 195 
"," 906 
"," 246 
"," 7195.92 
"," 324646.61 
"," 0.02 
"," 45.12 
"," 18035.92 
"," 1.57 
"
values_654," 449 
"," 51 
"," 267 
"," 144 
"," 716 
"," 195 
"," 5446.85 
"," 257533.81 
"," 0.02 
"," 47.28 
"," 14307.43 
"," 1.35 
"
values_508," 588 
"," 51 
"," 360 
"," 200 
"," 948 
"," 251 
"," 7557.02 
"," 346867.37 
"," 0.02 
"," 45.90 
"," 19270.41 
"," 1.65 
"
values_332," 546 
"," 51 
"," 336 
"," 182 
"," 882 
"," 233 
"," 6936.21 
"," 326535.53 
"," 0.02 
"," 47.08 
"," 18140.86 
"," 1.58 
"
values_281," 480 
"," 51 
"," 285 
"," 153 
"," 765 
"," 204 
"," 5869.41 
"," 278796.76 
"," 0.02 
"," 47.50 
"," 15488.71 
"," 1.42 
"
values_381," 507 
"," 51 
"," 299 
"," 164 
"," 806 
"," 215 
"," 6245.04 
"," 290337.40 
"," 0.02 
"," 46.49 
"," 16129.86 
"," 1.46 
"
values_769," 458 
"," 51 
"," 273 
"," 148 
"," 731 
"," 199 
"," 5582.37 
"," 262578.97 
"," 0.02 
"," 47.04 
"," 14587.72 
"," 1.37 
"
values_701," 528 
"," 51 
"," 318 
"," 174 
"," 846 
"," 225 
"," 6610.46 
"," 308070.18 
"," 0.02 
"," 46.60 
"," 17115.01 
"," 1.52 
"
values_855," 483 
"," 51 
"," 289 
"," 155 
"," 772 
"," 206 
"," 5933.98 
"," 282131.96 
"," 0.02 
"," 47.55 
"," 15674.00 
"," 1.43 
"
values_320," 564 
"," 51 
"," 347 
"," 191 
"," 911 
"," 242 
"," 7214.08 
"," 334208.51 
"," 0.02 
"," 46.33 
"," 18567.14 
"," 1.61 
"
values_50," 475 
"," 51 
"," 284 
"," 157 
"," 759 
"," 208 
"," 5844.63 
"," 269597.69 
"," 0.02 
"," 46.13 
"," 14977.65 
"," 1.39 
"
values_918," 552 
"," 51 
"," 334 
"," 185 
"," 886 
"," 236 
"," 6984.02 
"," 321529.26 
"," 0.02 
"," 46.04 
"," 17862.74 
"," 1.56 
"
values_615," 572 
"," 51 
"," 351 
"," 192 
"," 923 
"," 243 
"," 7314.60 
"," 340986.17 
"," 0.02 
"," 46.62 
"," 18943.68 
"," 1.63 
"
values_704," 521 
"," 51 
"," 322 
"," 181 
"," 843 
"," 232 
"," 6624.28 
"," 300507.99 
"," 0.02 
"," 45.36 
"," 16694.89 
"," 1.50 
"
values_633," 480 
"," 51 
"," 291 
"," 163 
"," 771 
"," 214 
"," 5968.67 
"," 271721.00 
"," 0.02 
"," 45.52 
"," 15095.61 
"," 1.40 
"
values_847," 485 
"," 51 
"," 291 
"," 159 
"," 776 
"," 210 
"," 5986.25 
"," 279377.37 
"," 0.02 
"," 46.67 
"," 15520.96 
"," 1.42 
"
values_602," 535 
"," 51 
"," 324 
"," 180 
"," 859 
"," 231 
"," 6744.65 
"," 309579.55 
"," 0.02 
"," 45.90 
"," 17198.86 
"," 1.53 
"
values_399," 458 
"," 51 
"," 273 
"," 148 
"," 731 
"," 199 
"," 5582.37 
"," 262578.97 
"," 0.02 
"," 47.04 
"," 14587.72 
"," 1.37 
"
values_22," 561 
"," 51 
"," 345 
"," 190 
"," 906 
"," 241 
"," 7169.08 
"," 331947.17 
"," 0.02 
"," 46.30 
"," 18441.51 
"," 1.60 
"
values_313," 605 
"," 51 
"," 370 
"," 199 
"," 975 
"," 250 
"," 7766.64 
"," 368232.39 
"," 0.02 
"," 47.41 
"," 20457.35 
"," 1.71 
"
values_375," 480 
"," 51 
"," 291 
"," 160 
"," 771 
"," 211 
"," 5952.97 
"," 276087.47 
"," 0.02 
"," 46.38 
"," 15338.19 
"," 1.41 
"
values_963," 469 
"," 51 
"," 282 
"," 153 
"," 751 
"," 204 
"," 5761.99 
"," 270813.60 
"," 0.02 
"," 47 
"," 15045.20 
"," 1.40 
"
values_168," 571 
"," 51 
"," 351 
"," 191 
"," 922 
"," 242 
"," 7301.19 
"," 342143.03 
"," 0.02 
"," 46.86 
"," 19007.95 
"," 1.63 
"
values_226," 531 
"," 51 
"," 321 
"," 181 
"," 852 
"," 232 
"," 6695.00 
"," 302773.04 
"," 0.02 
"," 45.22 
"," 16820.72 
"," 1.50 
"
values_190," 530 
"," 51 
"," 320 
"," 175 
"," 850 
"," 226 
"," 6647.15 
"," 309947.21 
"," 0.02 
"," 46.63 
"," 17219.29 
"," 1.53 
"
values_429," 572 
"," 51 
"," 350 
"," 200 
"," 922 
"," 251 
"," 7349.76 
"," 327983.18 
"," 0.02 
"," 44.62 
"," 18221.29 
"," 1.59 
"
values_236," 601 
"," 51 
"," 368 
"," 205 
"," 969 
"," 256 
"," 7752 
"," 354852.53 
"," 0.02 
"," 45.78 
"," 19714.03 
"," 1.67 
"
values_777," 427 
"," 51 
"," 253 
"," 130 
"," 680 
"," 181 
"," 5099.90 
"," 253092.11 
"," 0.02 
"," 49.63 
"," 14060.67 
"," 1.33 
"
values_909," 576 
"," 51 
"," 353 
"," 201 
"," 929 
"," 252 
"," 7410.89 
"," 331886.34 
"," 0.02 
"," 44.78 
"," 18438.13 
"," 1.60 
"
values_438," 423 
"," 51 
"," 251 
"," 127 
"," 674 
"," 178 
"," 5038.64 
"," 253935.77 
"," 0.02 
"," 50.40 
"," 14107.54 
"," 1.34 
"
values_607," 568 
"," 51 
"," 343 
"," 192 
"," 911 
"," 243 
"," 7219.50 
"," 328882.26 
"," 0.02 
"," 45.55 
"," 18271.24 
"," 1.59 
"
values_717," 597 
"," 51 
"," 364 
"," 204 
"," 961 
"," 255 
"," 7682.57 
"," 349557.10 
"," 0.02 
"," 45.50 
"," 19419.84 
"," 1.65 
"
values_782," 448 
"," 51 
"," 267 
"," 141 
"," 715 
"," 192 
"," 5423.25 
"," 261873.65 
"," 0.02 
"," 48.29 
"," 14548.54 
"," 1.36 
"
values_258," 616 
"," 51 
"," 372 
"," 204 
"," 988 
"," 255 
"," 7898.42 
"," 367276.59 
"," 0.02 
"," 46.50 
"," 20404.25 
"," 1.71 
"
values_872," 482 
"," 51 
"," 292 
"," 161 
"," 774 
"," 212 
"," 5981.41 
"," 276630.94 
"," 0.02 
"," 46.25 
"," 15368.39 
"," 1.42 
"
values_637," 514 
"," 51 
"," 308 
"," 169 
"," 822 
"," 220 
"," 6396.28 
"," 297256.60 
"," 0.02 
"," 46.47 
"," 16514.26 
"," 1.48 
"
values_746," 468 
"," 51 
"," 276 
"," 149 
"," 744 
"," 200 
"," 5687.03 
"," 268626.24 
"," 0.02 
"," 47.23 
"," 14923.68 
"," 1.39 
"
values_4," 550 
"," 51 
"," 331 
"," 182 
"," 881 
"," 233 
"," 6928.35 
"," 321311.66 
"," 0.02 
"," 46.38 
"," 17850.65 
"," 1.56 
"
values_345," 444 
"," 51 
"," 265 
"," 139 
"," 709 
"," 190 
"," 5367.03 
"," 260918.63 
"," 0.02 
"," 48.62 
"," 14495.48 
"," 1.36 
"
values_102," 581 
"," 51 
"," 353 
"," 194 
"," 934 
"," 245 
"," 7412.82 
"," 343951.02 
"," 0.02 
"," 46.40 
"," 19108.39 
"," 1.64 
"
values_962," 434 
"," 51 
"," 256 
"," 133 
"," 690 
"," 184 
"," 5191.26 
"," 254800.98 
"," 0.02 
"," 49.08 
"," 14155.61 
"," 1.34 
"
values_356," 432 
"," 51 
"," 256 
"," 133 
"," 688 
"," 184 
"," 5176.21 
"," 254062.43 
"," 0.02 
"," 49.08 
"," 14114.58 
"," 1.34 
"
values_853," 546 
"," 51 
"," 338 
"," 188 
"," 884 
"," 239 
"," 6984.37 
"," 320203.47 
"," 0.02 
"," 45.85 
"," 17789.08 
"," 1.56 
"
values_849," 571 
"," 51 
"," 351 
"," 187 
"," 922 
"," 238 
"," 7279.02 
"," 348400.46 
"," 0.02 
"," 47.86 
"," 19355.58 
"," 1.65 
"
values_814," 427 
"," 51 
"," 253 
"," 129 
"," 680 
"," 180 
"," 5094.46 
"," 254782.24 
"," 0.02 
"," 50.01 
"," 14154.57 
"," 1.34 
"
