inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_242," 599 
"," 51 
"," 369 
"," 202 
"," 968 
"," 253 
"," 7727.54 
"," 359961.72 
"," 0.02 
"," 46.58 
"," 19997.87 
"," 1.69 
"
values_505," 491 
"," 51 
"," 294 
"," 162 
"," 785 
"," 213 
"," 6071.75 
"," 280986.96 
"," 0.02 
"," 46.28 
"," 15610.39 
"," 1.43 
"
values_924," 514 
"," 51 
"," 311 
"," 175 
"," 825 
"," 226 
"," 6451.65 
"," 292370.24 
"," 0.02 
"," 45.32 
"," 16242.79 
"," 1.47 
"
values_862," 539 
"," 51 
"," 327 
"," 179 
"," 866 
"," 230 
"," 6794.19 
"," 316499.38 
"," 0.02 
"," 46.58 
"," 17583.30 
"," 1.55 
"
values_287," 610 
"," 51 
"," 373 
"," 196 
"," 983 
"," 247 
"," 7813.24 
"," 379161.63 
"," 0.02 
"," 48.53 
"," 21064.54 
"," 1.75 
"
values_733," 564 
"," 51 
"," 345 
"," 185 
"," 909 
"," 236 
"," 7165.32 
"," 340740.13 
"," 0.02 
"," 47.55 
"," 18930.01 
"," 1.63 
"
values_813," 499 
"," 51 
"," 300 
"," 168 
"," 799 
"," 219 
"," 6212.05 
"," 282870.36 
"," 0.02 
"," 45.54 
"," 15715.02 
"," 1.44 
"
values_11," 478 
"," 51 
"," 290 
"," 161 
"," 768 
"," 212 
"," 5935.04 
"," 272606.47 
"," 0.02 
"," 45.93 
"," 15144.80 
"," 1.40 
"
values_19," 555 
"," 51 
"," 336 
"," 182 
"," 891 
"," 233 
"," 7006.99 
"," 329867.52 
"," 0.02 
"," 47.08 
"," 18325.97 
"," 1.59 
"
values_999," 479 
"," 51 
"," 287 
"," 157 
"," 766 
"," 208 
"," 5898.54 
"," 274958.23 
"," 0.02 
"," 46.61 
"," 15275.46 
"," 1.41 
"
values_134," 498 
"," 51 
"," 299 
"," 168 
"," 797 
"," 219 
"," 6196.51 
"," 281221.75 
"," 0.02 
"," 45.38 
"," 15623.43 
"," 1.43 
"
values_609," 461 
"," 51 
"," 275 
"," 148 
"," 736 
"," 199 
"," 5620.56 
"," 266311.80 
"," 0.02 
"," 47.38 
"," 14795.10 
"," 1.38 
"
values_993," 481 
"," 51 
"," 287 
"," 158 
"," 768 
"," 209 
"," 5919.25 
"," 274177.50 
"," 0.02 
"," 46.32 
"," 15232.08 
"," 1.41 
"
values_731," 479 
"," 51 
"," 286 
"," 155 
"," 765 
"," 206 
"," 5880.17 
"," 276671.62 
"," 0.02 
"," 47.05 
"," 15370.65 
"," 1.42 
"
values_127," 423 
"," 51 
"," 250 
"," 127 
"," 673 
"," 178 
"," 5031.17 
"," 252548.82 
"," 0.02 
"," 50.20 
"," 14030.49 
"," 1.33 
"
values_889," 520 
"," 51 
"," 314 
"," 175 
"," 834 
"," 226 
"," 6522.03 
"," 298410.79 
"," 0.02 
"," 45.75 
"," 16578.38 
"," 1.49 
"
values_987," 483 
"," 51 
"," 288 
"," 158 
"," 771 
"," 209 
"," 5942.37 
"," 276207.56 
"," 0.02 
"," 46.48 
"," 15344.86 
"," 1.41 
"
values_780," 513 
"," 51 
"," 311 
"," 175 
"," 824 
"," 226 
"," 6443.83 
"," 292015.85 
"," 0.02 
"," 45.32 
"," 16223.10 
"," 1.47 
"
values_435," 424 
"," 51 
"," 250 
"," 127 
"," 674 
"," 178 
"," 5038.64 
"," 252924.08 
"," 0.02 
"," 50.20 
"," 14051.34 
"," 1.33 
"
values_950," 546 
"," 51 
"," 334 
"," 189 
"," 880 
"," 240 
"," 6958.06 
"," 313554.65 
"," 0.02 
"," 45.06 
"," 17419.70 
"," 1.54 
"
values_976," 497 
"," 51 
"," 303 
"," 169 
"," 800 
"," 220 
"," 6225.09 
"," 284604.38 
"," 0.02 
"," 45.72 
"," 15811.35 
"," 1.44 
"
values_557," 574 
"," 51 
"," 351 
"," 192 
"," 925 
"," 243 
"," 7330.45 
"," 341725.04 
"," 0.02 
"," 46.62 
"," 18984.72 
"," 1.63 
"
values_398," 586 
"," 51 
"," 359 
"," 190 
"," 945 
"," 241 
"," 7477.68 
"," 360286.45 
"," 0.02 
"," 48.18 
"," 20015.91 
"," 1.69 
"
values_892," 598 
"," 51 
"," 362 
"," 197 
"," 960 
"," 248 
"," 7636.03 
"," 357808.01 
"," 0.02 
"," 46.86 
"," 19878.22 
"," 1.68 
"
values_670," 442 
"," 51 
"," 261 
"," 138 
"," 703 
"," 189 
"," 5316.26 
"," 256393.80 
"," 0.02 
"," 48.23 
"," 14244.10 
"," 1.35 
"
values_574," 580 
"," 51 
"," 348 
"," 193 
"," 928 
"," 244 
"," 7359.72 
"," 338394.78 
"," 0.02 
"," 45.98 
"," 18799.71 
"," 1.62 
"
values_163," 609 
"," 51 
"," 367 
"," 197 
"," 976 
"," 248 
"," 7763.30 
"," 368795.95 
"," 0.02 
"," 47.51 
"," 20488.66 
"," 1.71 
"
values_900," 541 
"," 51 
"," 328 
"," 182 
"," 869 
"," 233 
"," 6833.98 
"," 314062.58 
"," 0.02 
"," 45.96 
"," 17447.92 
"," 1.54 
"
values_392," 602 
"," 51 
"," 373 
"," 201 
"," 975 
"," 252 
"," 7777.85 
"," 368054.73 
"," 0.02 
"," 47.32 
"," 20447.48 
"," 1.71 
"
values_447," 536 
"," 51 
"," 326 
"," 180 
"," 862 
"," 231 
"," 6768.21 
"," 312578.39 
"," 0.02 
"," 46.18 
"," 17365.47 
"," 1.54 
"
values_523," 516 
"," 51 
"," 318 
"," 182 
"," 834 
"," 233 
"," 6558.73 
"," 292223.91 
"," 0.02 
"," 44.55 
"," 16234.66 
"," 1.47 
"
values_679," 444 
"," 51 
"," 264 
"," 139 
"," 708 
"," 190 
"," 5359.46 
"," 259567.41 
"," 0.02 
"," 48.43 
"," 14420.41 
"," 1.36 
"
values_419," 504 
"," 51 
"," 309 
"," 170 
"," 813 
"," 221 
"," 6331.56 
"," 293468.03 
"," 0.02 
"," 46.35 
"," 16303.78 
"," 1.47 
"
values_895," 550 
"," 51 
"," 334 
"," 190 
"," 884 
"," 241 
"," 6994.99 
"," 313559.82 
"," 0.02 
"," 44.83 
"," 17419.99 
"," 1.54 
"
values_298," 491 
"," 51 
"," 296 
"," 163 
"," 787 
"," 214 
"," 6092.53 
"," 282125.46 
"," 0.02 
"," 46.31 
"," 15673.64 
"," 1.43 
"
values_155," 528 
"," 51 
"," 317 
"," 178 
"," 845 
"," 229 
"," 6624.13 
"," 300820.97 
"," 0.02 
"," 45.41 
"," 16712.28 
"," 1.50 
"
values_12," 467 
"," 51 
"," 279 
"," 150 
"," 746 
"," 201 
"," 5707.68 
"," 270715.48 
"," 0.02 
"," 47.43 
"," 15039.75 
"," 1.39 
"
values_160," 488 
"," 51 
"," 296 
"," 165 
"," 784 
"," 216 
"," 6079.83 
"," 278124.67 
"," 0.02 
"," 45.75 
"," 15451.37 
"," 1.42 
"
values_626," 501 
"," 51 
"," 303 
"," 168 
"," 804 
"," 219 
"," 6250.93 
"," 287486.91 
"," 0.02 
"," 45.99 
"," 15971.50 
"," 1.45 
"
values_38," 428 
"," 51 
"," 252 
"," 129 
"," 680 
"," 180 
"," 5094.46 
"," 253775.20 
"," 0.02 
"," 49.81 
"," 14098.62 
"," 1.34 
"
values_146," 557 
"," 51 
"," 338 
"," 189 
"," 895 
"," 240 
"," 7076.67 
"," 322718.48 
"," 0.02 
"," 45.60 
"," 17928.80 
"," 1.57 
"
values_81," 446 
"," 51 
"," 266 
"," 140 
"," 712 
"," 191 
"," 5395.13 
"," 261394.02 
"," 0.02 
"," 48.45 
"," 14521.89 
"," 1.36 
"
values_687," 513 
"," 51 
"," 311 
"," 174 
"," 824 
"," 225 
"," 6438.56 
"," 293453.83 
"," 0.02 
"," 45.58 
"," 16302.99 
"," 1.47 
"
values_213," 576 
"," 51 
"," 347 
"," 190 
"," 923 
"," 241 
"," 7303.60 
"," 340136.19 
"," 0.02 
"," 46.57 
"," 18896.46 
"," 1.62 
"
values_212," 593 
"," 51 
"," 364 
"," 195 
"," 957 
"," 246 
"," 7600.99 
"," 361806.95 
"," 0.02 
"," 47.60 
"," 20100.39 
"," 1.69 
"
values_568," 485 
"," 51 
"," 293 
"," 162 
"," 778 
"," 213 
"," 6017.60 
"," 277534.13 
"," 0.02 
"," 46.12 
"," 15418.56 
"," 1.42 
"
values_5," 490 
"," 51 
"," 292 
"," 160 
"," 782 
"," 211 
"," 6037.90 
"," 280988.75 
"," 0.02 
"," 46.54 
"," 15610.49 
"," 1.43 
"
values_40," 523 
"," 51 
"," 315 
"," 175 
"," 838 
"," 226 
"," 6553.31 
"," 300796.93 
"," 0.02 
"," 45.90 
"," 16710.94 
"," 1.50 
"
values_970," 446 
"," 51 
"," 264 
"," 139 
"," 710 
"," 190 
"," 5374.60 
"," 260300.65 
"," 0.02 
"," 48.43 
"," 14461.15 
"," 1.36 
"
values_707," 605 
"," 51 
"," 371 
"," 194 
"," 976 
"," 245 
"," 7746.16 
"," 377745.02 
"," 0.02 
"," 48.77 
"," 20985.83 
"," 1.74 
"
values_406," 601 
"," 51 
"," 364 
"," 196 
"," 965 
"," 247 
"," 7670.17 
"," 363237.54 
"," 0.02 
"," 47.36 
"," 20179.86 
"," 1.70 
"
values_893," 531 
"," 51 
"," 326 
"," 174 
"," 857 
"," 225 
"," 6696.41 
"," 319926.78 
"," 0.02 
"," 47.78 
"," 17773.71 
"," 1.56 
"
values_144," 450 
"," 51 
"," 268 
"," 145 
"," 718 
"," 196 
"," 5467.36 
"," 257682.41 
"," 0.02 
"," 47.13 
"," 14315.69 
"," 1.35 
"
values_979," 520 
"," 51 
"," 313 
"," 173 
"," 833 
"," 224 
"," 6503.53 
"," 300045.65 
"," 0.02 
"," 46.14 
"," 16669.20 
"," 1.49 
"
values_831," 466 
"," 51 
"," 277 
"," 152 
"," 743 
"," 203 
"," 5695.34 
"," 264664.91 
"," 0.02 
"," 46.47 
"," 14703.61 
"," 1.37 
"
values_402," 556 
"," 51 
"," 336 
"," 183 
"," 892 
"," 234 
"," 7020.37 
"," 328691.20 
"," 0.02 
"," 46.82 
"," 18260.62 
"," 1.59 
"
values_404," 610 
"," 51 
"," 368 
"," 194 
"," 978 
"," 245 
"," 7762.03 
"," 375458.29 
"," 0.02 
"," 48.37 
"," 20858.79 
"," 1.73 
"
values_310," 488 
"," 51 
"," 293 
"," 160 
"," 781 
"," 211 
"," 6030.18 
"," 281590.49 
"," 0.02 
"," 46.70 
"," 15643.92 
"," 1.43 
"
values_70," 429 
"," 51 
"," 256 
"," 133 
"," 685 
"," 184 
"," 5153.64 
"," 252954.60 
"," 0.02 
"," 49.08 
"," 14053.03 
"," 1.33 
"
values_268," 575 
"," 51 
"," 346 
"," 190 
"," 921 
"," 241 
"," 7287.77 
"," 338421.07 
"," 0.02 
"," 46.44 
"," 18801.17 
"," 1.62 
"
values_412," 523 
"," 51 
"," 313 
"," 170 
"," 836 
"," 221 
"," 6510.69 
"," 305676.73 
"," 0.02 
"," 46.95 
"," 16982.04 
"," 1.51 
"
values_290," 453 
"," 51 
"," 271 
"," 148 
"," 724 
"," 199 
"," 5528.92 
"," 258159.29 
"," 0.02 
"," 46.69 
"," 14342.18 
"," 1.35 
"
values_916," 515 
"," 51 
"," 310 
"," 176 
"," 825 
"," 227 
"," 6456.90 
"," 290010.31 
"," 0.02 
"," 44.91 
"," 16111.68 
"," 1.46 
"
values_567," 595 
"," 51 
"," 362 
"," 206 
"," 957 
"," 257 
"," 7661.38 
"," 343311.77 
"," 0.02 
"," 44.81 
"," 19072.88 
"," 1.63 
"
values_913," 462 
"," 51 
"," 277 
"," 152 
"," 739 
"," 203 
"," 5664.68 
"," 263240.07 
"," 0.02 
"," 46.47 
"," 14624.45 
"," 1.37 
"
values_232," 590 
"," 51 
"," 364 
"," 203 
"," 954 
"," 254 
"," 7621.21 
"," 348473.04 
"," 0.02 
"," 45.72 
"," 19359.61 
"," 1.65 
"
values_319," 488 
"," 51 
"," 292 
"," 159 
"," 780 
"," 210 
"," 6017.11 
"," 281782.47 
"," 0.02 
"," 46.83 
"," 15654.58 
"," 1.43 
"
values_23," 460 
"," 51 
"," 276 
"," 150 
"," 736 
"," 201 
"," 5631.17 
"," 264214.69 
"," 0.02 
"," 46.92 
"," 14678.59 
"," 1.37 
"
values_899," 485 
"," 51 
"," 291 
"," 161 
"," 776 
"," 212 
"," 5996.87 
"," 276395.94 
"," 0.02 
"," 46.09 
"," 15355.33 
"," 1.41 
"
values_428," 486 
"," 51 
"," 292 
"," 160 
"," 778 
"," 211 
"," 6007.02 
"," 279551.47 
"," 0.02 
"," 46.54 
"," 15530.64 
"," 1.43 
"
values_858," 468 
"," 51 
"," 282 
"," 152 
"," 750 
"," 203 
"," 5749.00 
"," 271980.74 
"," 0.02 
"," 47.31 
"," 15110.04 
"," 1.40 
"
values_546," 444 
"," 51 
"," 264 
"," 139 
"," 708 
"," 190 
"," 5359.46 
"," 259567.41 
"," 0.02 
"," 48.43 
"," 14420.41 
"," 1.36 
"
values_432," 447 
"," 51 
"," 267 
"," 140 
"," 714 
"," 191 
"," 5410.28 
"," 263113.71 
"," 0.02 
"," 48.63 
"," 14617.43 
"," 1.37 
"
values_231," 585 
"," 51 
"," 355 
"," 196 
"," 940 
"," 247 
"," 7471.47 
"," 345078.77 
"," 0.02 
"," 46.19 
"," 19171.04 
"," 1.64 
"
values_388," 520 
"," 51 
"," 316 
"," 174 
"," 836 
"," 225 
"," 6532.32 
"," 302514.04 
"," 0.02 
"," 46.31 
"," 16806.34 
"," 1.50 
"
values_350," 506 
"," 51 
"," 303 
"," 166 
"," 809 
"," 217 
"," 6279.09 
"," 292261.61 
"," 0.02 
"," 46.55 
"," 16236.76 
"," 1.47 
"
values_603," 455 
"," 51 
"," 270 
"," 145 
"," 725 
"," 196 
"," 5520.66 
"," 262136.39 
"," 0.02 
"," 47.48 
"," 14563.13 
"," 1.37 
"
values_364," 459 
"," 51 
"," 276 
"," 152 
"," 735 
"," 203 
"," 5634.02 
"," 260870.04 
"," 0.02 
"," 46.30 
"," 14492.78 
"," 1.36 
"
values_530," 530 
"," 51 
"," 326 
"," 185 
"," 856 
"," 236 
"," 6747.54 
"," 303201.73 
"," 0.02 
"," 44.94 
"," 16844.54 
"," 1.50 
"
values_72," 460 
"," 51 
"," 276 
"," 150 
"," 736 
"," 201 
"," 5631.17 
"," 264214.69 
"," 0.02 
"," 46.92 
"," 14678.59 
"," 1.37 
"
values_536," 609 
"," 51 
"," 368 
"," 196 
"," 977 
"," 247 
"," 7765.55 
"," 371795.75 
"," 0.02 
"," 47.88 
"," 20655.32 
"," 1.72 
"
values_79," 567 
"," 51 
"," 350 
"," 191 
"," 917 
"," 242 
"," 7261.60 
"," 339318.11 
"," 0.02 
"," 46.73 
"," 18851.01 
"," 1.62 
"
values_342," 429 
"," 51 
"," 254 
"," 131 
"," 683 
"," 182 
"," 5127.82 
"," 253533.70 
"," 0.02 
"," 49.44 
"," 14085.21 
"," 1.34 
"
values_803," 494 
"," 51 
"," 295 
"," 166 
"," 789 
"," 217 
"," 6123.86 
"," 277510.64 
"," 0.02 
"," 45.32 
"," 15417.26 
"," 1.42 
"
values_501," 445 
"," 51 
"," 265 
"," 140 
"," 710 
"," 191 
"," 5379.97 
"," 259679.84 
"," 0.02 
"," 48.27 
"," 14426.66 
"," 1.36 
"
values_540," 480 
"," 51 
"," 285 
"," 156 
"," 765 
"," 207 
"," 5885.52 
"," 274185.89 
"," 0.02 
"," 46.59 
"," 15232.55 
"," 1.41 
"
values_955," 465 
"," 51 
"," 281 
"," 149 
"," 746 
"," 200 
"," 5702.32 
"," 274227.86 
"," 0.02 
"," 48.09 
"," 15234.88 
"," 1.41 
"
values_191," 537 
"," 51 
"," 330 
"," 186 
"," 867 
"," 237 
"," 6839.54 
"," 309434.05 
"," 0.02 
"," 45.24 
"," 17190.78 
"," 1.52 
"
values_812," 601 
"," 51 
"," 368 
"," 203 
"," 969 
"," 254 
"," 7741.04 
"," 357841.76 
"," 0.02 
"," 46.23 
"," 19880.10 
"," 1.68 
"
values_545," 574 
"," 51 
"," 352 
"," 192 
"," 926 
"," 243 
"," 7338.38 
"," 343069.10 
"," 0.02 
"," 46.75 
"," 19059.39 
"," 1.63 
"
values_78," 573 
"," 51 
"," 350 
"," 189 
"," 923 
"," 240 
"," 7298.06 
"," 344630.61 
"," 0.02 
"," 47.22 
"," 19146.15 
"," 1.64 
"
values_526," 587 
"," 51 
"," 347 
"," 191 
"," 934 
"," 242 
"," 7396.22 
"," 342646.27 
"," 0.02 
"," 46.33 
"," 19035.90 
"," 1.63 
"
values_695," 495 
"," 51 
"," 298 
"," 165 
"," 793 
"," 216 
"," 6149.63 
"," 283218.22 
"," 0.02 
"," 46.05 
"," 15734.35 
"," 1.44 
"
values_87," 507 
"," 51 
"," 308 
"," 175 
"," 815 
"," 226 
"," 6373.45 
"," 286040.25 
"," 0.02 
"," 44.88 
"," 15891.12 
"," 1.45 
"
values_300," 596 
"," 51 
"," 361 
"," 195 
"," 957 
"," 246 
"," 7600.99 
"," 358825.03 
"," 0.02 
"," 47.21 
"," 19934.72 
"," 1.68 
"
values_964," 425 
"," 51 
"," 251 
"," 127 
"," 676 
"," 178 
"," 5053.60 
"," 254689.29 
"," 0.02 
"," 50.40 
"," 14149.41 
"," 1.34 
"
values_998," 546 
"," 51 
"," 331 
"," 182 
"," 877 
"," 233 
"," 6896.89 
"," 319852.81 
"," 0.02 
"," 46.38 
"," 17769.60 
"," 1.56 
"
values_988," 558 
"," 51 
"," 344 
"," 191 
"," 902 
"," 242 
"," 7142.81 
"," 328045.92 
"," 0.02 
"," 45.93 
"," 18224.77 
"," 1.59 
"
values_6," 480 
"," 51 
"," 289 
"," 157 
"," 769 
"," 208 
"," 5921.64 
"," 277958.68 
"," 0.02 
"," 46.94 
"," 15442.15 
"," 1.42 
"
values_625," 609 
"," 51 
"," 368 
"," 199 
"," 977 
"," 250 
"," 7782.57 
"," 366993.21 
"," 0.02 
"," 47.16 
"," 20388.51 
"," 1.71 
"
values_518," 450 
"," 51 
"," 268 
"," 145 
"," 718 
"," 196 
"," 5467.36 
"," 257682.41 
"," 0.02 
"," 47.13 
"," 14315.69 
"," 1.35 
"
values_122," 496 
"," 51 
"," 295 
"," 160 
"," 791 
"," 211 
"," 6107.39 
"," 287142.73 
"," 0.02 
"," 47.02 
"," 15952.37 
"," 1.45 
"
values_541," 524 
"," 51 
"," 319 
"," 175 
"," 843 
"," 226 
"," 6592.41 
"," 306434.09 
"," 0.02 
"," 46.48 
"," 17024.12 
"," 1.52 
"
values_279," 435 
"," 51 
"," 257 
"," 134 
"," 692 
"," 185 
"," 5211.72 
"," 254887.92 
"," 0.02 
"," 48.91 
"," 14160.44 
"," 1.34 
"
values_256," 539 
"," 51 
"," 326 
"," 181 
"," 865 
"," 232 
"," 6797.15 
"," 312180.87 
"," 0.02 
"," 45.93 
"," 17343.38 
"," 1.53 
"
values_796," 466 
"," 51 
"," 281 
"," 154 
"," 747 
"," 205 
"," 5736.57 
"," 266918.21 
"," 0.02 
"," 46.53 
"," 14828.79 
"," 1.38 
"
values_504," 524 
"," 51 
"," 319 
"," 174 
"," 843 
"," 225 
"," 6587.02 
"," 307943.07 
"," 0.02 
"," 46.75 
"," 17107.95 
"," 1.52 
"
values_752," 456 
"," 51 
"," 275 
"," 147 
"," 731 
"," 198 
"," 5577.06 
"," 266048.51 
"," 0.02 
"," 47.70 
"," 14780.47 
"," 1.38 
"
values_459," 547 
"," 51 
"," 337 
"," 182 
"," 884 
"," 233 
"," 6951.94 
"," 328250.01 
"," 0.02 
"," 47.22 
"," 18236.11 
"," 1.59 
"
values_658," 439 
"," 51 
"," 261 
"," 136 
"," 700 
"," 187 
"," 5282.83 
"," 258528.30 
"," 0.02 
"," 48.94 
"," 14362.68 
"," 1.35 
"
values_408," 443 
"," 51 
"," 261 
"," 137 
"," 704 
"," 188 
"," 5318.43 
"," 258370.91 
"," 0.02 
"," 48.58 
"," 14353.94 
"," 1.35 
"
values_867," 571 
"," 51 
"," 351 
"," 196 
"," 922 
"," 247 
"," 7328.39 
"," 334657.12 
"," 0.02 
"," 45.67 
"," 18592.06 
"," 1.61 
"
values_727," 488 
"," 51 
"," 295 
"," 165 
"," 783 
"," 216 
"," 6072.08 
"," 276831.51 
"," 0.02 
"," 45.59 
"," 15379.53 
"," 1.42 
"
values_177," 591 
"," 51 
"," 361 
"," 200 
"," 952 
"," 251 
"," 7588.91 
"," 349298.53 
"," 0.02 
"," 46.03 
"," 19405.47 
"," 1.65 
"
values_823," 580 
"," 51 
"," 356 
"," 201 
"," 936 
"," 252 
"," 7466.73 
"," 337228.91 
"," 0.02 
"," 45.16 
"," 18734.94 
"," 1.61 
"
values_822," 466 
"," 51 
"," 277 
"," 149 
"," 743 
"," 200 
"," 5679.39 
"," 269237.16 
"," 0.02 
"," 47.41 
"," 14957.62 
"," 1.39 
"
values_218," 479 
"," 51 
"," 287 
"," 157 
"," 766 
"," 208 
"," 5898.54 
"," 274958.23 
"," 0.02 
"," 46.61 
"," 15275.46 
"," 1.41 
"
values_426," 514 
"," 51 
"," 306 
"," 167 
"," 820 
"," 218 
"," 6369.91 
"," 297631.24 
"," 0.02 
"," 46.72 
"," 16535.07 
"," 1.49 
"
values_776," 609 
"," 51 
"," 372 
"," 197 
"," 981 
"," 248 
"," 7803.07 
"," 375735.48 
"," 0.02 
"," 48.15 
"," 20874.19 
"," 1.74 
"
values_143," 427 
"," 51 
"," 251 
"," 127 
"," 678 
"," 178 
"," 5068.55 
"," 255442.81 
"," 0.02 
"," 50.40 
"," 14191.27 
"," 1.34 
"
values_739," 497 
"," 51 
"," 303 
"," 163 
"," 800 
"," 214 
"," 6193.17 
"," 293567.83 
"," 0.02 
"," 47.40 
"," 16309.32 
"," 1.47 
"
values_312," 547 
"," 51 
"," 334 
"," 183 
"," 881 
"," 234 
"," 6933.79 
"," 322705.47 
"," 0.02 
"," 46.54 
"," 17928.08 
"," 1.57 
"
values_174," 426 
"," 51 
"," 253 
"," 129 
"," 679 
"," 180 
"," 5086.97 
"," 254407.56 
"," 0.02 
"," 50.01 
"," 14133.75 
"," 1.34 
"
values_669," 451 
"," 51 
"," 266 
"," 142 
"," 717 
"," 193 
"," 5443.79 
"," 260036.89 
"," 0.02 
"," 47.77 
"," 14446.49 
"," 1.36 
"
values_120," 448 
"," 51 
"," 264 
"," 140 
"," 712 
"," 191 
"," 5395.13 
"," 259428.65 
"," 0.02 
"," 48.09 
"," 14412.70 
"," 1.36 
"
values_974," 500 
"," 51 
"," 304 
"," 170 
"," 804 
"," 221 
"," 6261.47 
"," 285523.20 
"," 0.02 
"," 45.60 
"," 15862.40 
"," 1.45 
"
values_217," 465 
"," 51 
"," 279 
"," 146 
"," 744 
"," 197 
"," 5670.81 
"," 276335.30 
"," 0.02 
"," 48.73 
"," 15351.96 
"," 1.41 
"
values_866," 422 
"," 51 
"," 249 
"," 126 
"," 671 
"," 177 
"," 5010.76 
"," 252506.68 
"," 0.02 
"," 50.39 
"," 14028.15 
"," 1.33 
"
values_192," 485 
"," 51 
"," 291 
"," 155 
"," 776 
"," 206 
"," 5964.72 
"," 285556.37 
"," 0.02 
"," 47.87 
"," 15864.24 
"," 1.45 
"
values_328," 598 
"," 51 
"," 371 
"," 208 
"," 969 
"," 259 
"," 7768.29 
"," 353326.35 
"," 0.02 
"," 45.48 
"," 19629.24 
"," 1.67 
"
values_68," 577 
"," 51 
"," 352 
"," 192 
"," 929 
"," 243 
"," 7362.15 
"," 344180.55 
"," 0.02 
"," 46.75 
"," 19121.14 
"," 1.64 
"
values_387," 485 
"," 51 
"," 292 
"," 159 
"," 777 
"," 210 
"," 5993.97 
"," 280698.69 
"," 0.02 
"," 46.83 
"," 15594.37 
"," 1.43 
"
values_69," 540 
"," 51 
"," 332 
"," 183 
"," 872 
"," 234 
"," 6862.96 
"," 317496.19 
"," 0.02 
"," 46.26 
"," 17638.68 
"," 1.55 
"
values_749," 568 
"," 51 
"," 345 
"," 192 
"," 913 
"," 243 
"," 7235.35 
"," 331526.17 
"," 0.02 
"," 45.82 
"," 18418.12 
"," 1.60 
"
values_135," 479 
"," 51 
"," 290 
"," 161 
"," 769 
"," 212 
"," 5942.77 
"," 272961.43 
"," 0.02 
"," 45.93 
"," 15164.52 
"," 1.40 
"
values_341," 532 
"," 51 
"," 331 
"," 184 
"," 863 
"," 235 
"," 6797.43 
"," 311813.82 
"," 0.02 
"," 45.87 
"," 17322.99 
"," 1.53 
"
values_494," 436 
"," 51 
"," 257 
"," 134 
"," 693 
"," 185 
"," 5219.25 
"," 255256.25 
"," 0.02 
"," 48.91 
"," 14180.90 
"," 1.34 
"
values_1," 555 
"," 51 
"," 339 
"," 193 
"," 894 
"," 244 
"," 7090.08 
"," 317565.75 
"," 0.02 
"," 44.79 
"," 17642.54 
"," 1.55 
"
values_589," 485 
"," 51 
"," 291 
"," 159 
"," 776 
"," 210 
"," 5986.25 
"," 279377.37 
"," 0.02 
"," 46.67 
"," 15520.96 
"," 1.42 
"
values_925," 526 
"," 51 
"," 320 
"," 183 
"," 846 
"," 234 
"," 6658.33 
"," 296895.96 
"," 0.02 
"," 44.59 
"," 16494.22 
"," 1.48 
"
values_524," 609 
"," 51 
"," 374 
"," 201 
"," 983 
"," 252 
"," 7841.67 
"," 372069.50 
"," 0.02 
"," 47.45 
"," 20670.53 
"," 1.72 
"
values_994," 550 
"," 51 
"," 341 
"," 190 
"," 891 
"," 241 
"," 7050.38 
"," 322666.41 
"," 0.02 
"," 45.77 
"," 17925.91 
"," 1.57 
"
values_856," 560 
"," 51 
"," 341 
"," 179 
"," 901 
"," 230 
"," 7068.79 
"," 343389.01 
"," 0.02 
"," 48.58 
"," 19077.17 
"," 1.63 
"
values_156," 538 
"," 51 
"," 325 
"," 180 
"," 863 
"," 231 
"," 6776.06 
"," 311981.07 
"," 0.02 
"," 46.04 
"," 17332.28 
"," 1.53 
"
values_470," 604 
"," 51 
"," 366 
"," 196 
"," 970 
"," 247 
"," 7709.92 
"," 367125.76 
"," 0.02 
"," 47.62 
"," 20395.88 
"," 1.71 
"
values_207," 443 
"," 51 
"," 263 
"," 139 
"," 706 
"," 190 
"," 5344.32 
"," 257853.73 
"," 0.02 
"," 48.25 
"," 14325.21 
"," 1.35 
"
values_655," 441 
"," 51 
"," 262 
"," 138 
"," 703 
"," 189 
"," 5316.26 
"," 257376.15 
"," 0.02 
"," 48.41 
"," 14298.68 
"," 1.35 
"
values_441," 472 
"," 51 
"," 284 
"," 155 
"," 756 
"," 206 
"," 5810.99 
"," 271504.65 
"," 0.02 
"," 46.72 
"," 15083.59 
"," 1.40 
"
values_109," 489 
"," 51 
"," 293 
"," 159 
"," 782 
"," 210 
"," 6032.54 
"," 283472.47 
"," 0.02 
"," 46.99 
"," 15748.47 
"," 1.44 
"
values_45," 613 
"," 51 
"," 373 
"," 199 
"," 986 
"," 250 
"," 7854.26 
"," 375406.16 
"," 0.02 
"," 47.80 
"," 20855.90 
"," 1.73 
"
values_125," 510 
"," 51 
"," 303 
"," 167 
"," 813 
"," 218 
"," 6315.53 
"," 292197.44 
"," 0.02 
"," 46.27 
"," 16233.19 
"," 1.47 
"
values_600," 482 
"," 51 
"," 293 
"," 159 
"," 775 
"," 210 
"," 5978.54 
"," 280934.99 
"," 0.02 
"," 46.99 
"," 15607.50 
"," 1.43 
"
